n_hex,p_hex,q_hex,pmin_hex,qmax_hex,k_n,k_pmin,carry,theta_n,alpha,beta,theta_n_tang,theta_p_tang,theta_q_tang
0xe3121ccf77028f3f487cb1d96e7bd36ba07fac735b0e3d99dc762eda749eaedd769e07b1027cc1dd199899e66275afbc23b3499a18e31b312e7006e44a2282ee8fb871737aa6b092bdd7bb5010c3444758f489a7d6426766c444d58cd4cdcc9f7a0f508cbef1000d38aa989e045b70cc2d95ba41d0d1661685872ad3c9afa241,0xe7460f22403d1f83a859890cd670f668637e0edc5b6e4ae7a62081434fbaecc0eae2025e82339e23dff3334b91b15f5de66cd36e68ef8f5fae68690a78bc722d,0xfb59051bf40048d7c31d5a973d792fa12284b7a447e7f5938b5885ca0bb2c3f0bd30291a55fea08e143e2e04bdd7d19b753c7c99032f06cab0d9c2aa8f8380e5,0xe7460f22403d1f83a859890cd670f668637e0edc5b6e4ae7a62081434fbaecc0eae2025e82339e23dff3334b91b15f5de66cd36e68ef8f5fae68690a78bc722d,0xfb59051bf40048d7c31d5a973d792fa12284b7a447e7f5938b5885ca0bb2c3f0bd30291a55fea08e143e2e04bdd7d19b753c7c99032f06cab0d9c2aa8f8380e5,1023,511,1,-3.0584688564763938,1.4876725296814968,-1.1104185667446842,-1.0870031143272243,-0.9207555201004247,-0.16624759422679958
0xf57a3374ca05a29d493daf2a357960306adab621bfe928dfb507277a1cc0bcdba55f1eef7ea8f408ad75e35de224b5d74c12edc5ae6256e7d24b98b0dd57ffe08b049305f129fab9cacb6e73cb98df8623e9fda12d873649d88422800dd6a10ee9cd74033cc548e6a68a8e3b23acc48337344e42f4118da4521ecc33c023ef53,0xf5d97ef760ef147172b8ff39a32c9b6f391cf0463d4a5d5128fafd04559b5975b2d650af313b32b7983631890063e42f14aa451ca69cfb85d432f8db6a174f23,0xff9cc545635518f74f6fa985b732d46f21e150949efee464da90f534a23d4c9de456697cf2686baa971c702d5bf49c04ac642b4c49b25ded9c31d9b25a2b7a11,0xf5d97ef760ef147172b8ff39a32c9b6f391cf0463d4a5d5128fafd04559b5975b2d650af313b32b7983631890063e42f14aa451ca69cfb85d432f8db6a174f23,0xff9cc545635518f74f6fa985b732d46f21e150949efee464da90f534a23d4c9de456697cf2686baa971c702d5bf49c04ac642b4c49b25ded9c31d9b25a2b7a11,1023,511,1,-3.134724912964251,1.5639285861693546,-1.3874283497959459,-0.3804714352489835,-0.3667359539978996,-0.013735481251082149
0xb8ee3e61b698496217eeb7e27fa56866b4ae869357762b45224a875323bdee21576b1100b8e8457edddee38f5ac0d52370c4c59e5bfdbf8f98083eae2a762b93e1df14b0177f67ab60700c66bcd70026770113cf65f4b18dcce1145803c815e7fa3077dece0a5b4c9bbb04677f7a3a0ae01724fda8c23af93c09d416522b2a09,0xc9f6048fe245a4600004884cc167733f9a9e43108fb83babe8754cd37cbd7025e28bc9ff870f084c7244f536285e25b4b3969057425cb200105ada6b72029afb,0xea69acc70bf9c0efb5816b74a985ab61c5adf6816b10e53a9145de05b3ab1b2cdf26f51766faf98908135d586a1689addfe1b30791725f0aac7c8803e01bbfcb,0xc9f6048fe245a4600004884cc167733f9a9e43108fb83babe8754cd37cbd7025e28bc9ff870f084c7244f536285e25b4b3969057425cb200105ada6b72029afb,0xea69acc70bf9c0efb5816b74a985ab61c5adf6816b10e53a9145de05b3ab1b2cdf26f51766faf98908135d586a1689addfe1b30791725f0aac7c8803e01bbfcb,1023,511,1,-2.7423197703551514,1.1715234435602548,-0.4961610474009497,-2.947816325257177,-2.1492705587878937,-0.7985457664692834
0xbc6d3594f448abb6452a574e38d3513d4ca8ce4d4656b3965167d84ca0901556320ff286b0ccaf606034a89463a78a7d13d2ba3e3e23549fd8a1a44fd7e126790f30c3254b4ea50fd5a284a67d30784894df4d3d7759be6204c4616951e5c3edae265d490e48fe56053520bf2bf42f218118f0f058c24eb0d9a034270cb57f91,0xc3a8987936a98d7400de59f550f0fc2b6ae04d52adb328cbf3158c0c66dd779403c54c71fca055362169df82b9bdee2dd663049d155e18b1fa83ada4a2121bb1,0xf689a4a5ffda03368c6e90373020da5c6a46721acffa6cddf963a7efe00111e5d29dc5dfcf1da1100cc36d8c77863fe5d675ebf74fe30c9a53710f577e9cf9e1,0xc3a8987936a98d7400de59f550f0fc2b6ae04d52adb328cbf3158c0c66dd779403c54c71fca055362169df82b9bdee2dd663049d155e18b1fa83ada4a2121bb1,0xf689a4a5ffda03368c6e90373020da5c6a46721acffa6cddf963a7efe00111e5d29dc5dfcf1da1100cc36d8c77863fe5d675ebf74fe30c9a53710f577e9cf9e1,1023,511,1,-2.970891964714903,1.400095637920007,-0.352469545642915,-2.778054940053744,-2.436653562303964,-0.3414013777497811
0xa44c7bf3db03561443d55885029dd35f2ae3a106a5e7664090da6ae95b459866ad016af551cbf8724b67fc54231fd6d7e1c886b0889a6e8327ee4efb373d4e882f92c32671a928c599a8154e5f1aa9a590b95a25f814c4dfbe0bdee41aea0c0b841095179d0700d2271f9ff12f0e825ffd91f7d9d55183813f2542504dd15201,0xccc14d5173f660d8e9f41cc04653a5600597aab614d30dbca0acf4c9658de17eec3aa314da9bb01779c147c719a5711b2ea60b99fa7ff8bfb044284a47acf485,0xcd6b234fdfa7c6ed32d1f81ba636425c9bbd750d1e707c5230c1fb6a190865159cb017c18741ae91acfebb4bd29e8693faf1501b009a815bc1378be5b7a28e4d,0xccc14d5173f660d8e9f41cc04653a5600597aab614d30dbca0acf4c9658de17eec3aa314da9bb01779c147c719a5711b2ea60b99fa7ff8bfb044284a47acf485,0xcd6b234fdfa7c6ed32d1f81ba636425c9bbd750d1e707c5230c1fb6a190865159cb017c18741ae91acfebb4bd29e8693faf1501b009a815bc1378be5b7a28e4d,1023,511,1,-2.1438930716324007,0.5730967448375042,-0.5584353039294538,2.263064097533917,-2.0247220457308845,-1.995399163914784
0xb86fc09d553937c4e2bc4cbfe551e5c72919801200462db6c2752833639deab60b891f9533f50a9cde6da97f91e3152a7fb30793b08ba64444c83cc9d02092e6da90a9c2041840e4e022032742e1b1a31d018bc7d6f00024431837ee32d650b2853b105a49ee5093ebbb48956a2b3314f039bb45150ca0b8833e72090cc2ae45,0xd8ab0b300ac0cf0dd974c146e8ec01b3914591aef03d866a5decc06af24dfdd850910bdc8ef066d44279b14dae55cdff34ab18fd0a68e88e0ad4041504c14adb,0xd9ead9264745dd9e27896389df3277fd1d77ce4058d87776a51ad4f3a699bae0d138d1508557716aa7502a812227d96d41a93f90dc8215271da3b7e2cad6e55f,0xd8ab0b300ac0cf0dd974c146e8ec01b3914591aef03d866a5decc06af24dfdd850910bdc8ef066d44279b14dae55cdff34ab18fd0a68e88e0ad4041504c14adb,0xd9ead9264745dd9e27896389df3277fd1d77ce4058d87776a51ad4f3a699bae0d138d1508557716aa7502a812227d96d41a93f90dc8215271da3b7e2cad6e55f,1023,511,1,-2.411604098359662,0.8408077715647657,-0.8147507355256902,-2.972068292998677,-1.5120911825384145,-1.4599771104602635
0xb938d80da9baacb4f039fd4487f8f09f9c3d93bc1ed88bce45cdd291a5db77bdfcdcdce3713a28ae82aff5b66af5200fa8ace9a0d7bf5a2ac0136e2bdcf5b18b474f646e3b03efdaba1182ba1c16d271a99a2f1142b84c18a64b70d64e2fd3fbe0752f42dd73154af203ff69da95f247453ee7ab245e9c6b7c65622057a3cf0d,0xc787ddfb5697f17c17fd3736b7ef941c5e00ea6dca24be4d56672017555a40854578bab326a974652371ea2c0247145f4a814d53964ddb776025f0ae353545f1,0xeda44da189b5b368df14c6125f58d5b56f790959a3e04b3b756b0715e7180322a4e695c9b65d12267e969cf3a7c5cb879b8b71a1b38a05fbf61164cebfc74edd,0xc787ddfb5697f17c17fd3736b7ef941c5e00ea6dca24be4d56672017555a40854578bab326a974652371ea2c0247145f4a814d53964ddb776025f0ae353545f1,0xeda44da189b5b368df14c6125f58d5b56f790959a3e04b3b756b0715e7180322a4e695c9b65d12267e969cf3a7c5cb879b8b71a1b38a05fbf61164cebfc74edd,1023,511,1,-2.8043265629021095,1.233530236107213,-0.4412905710406978,-2.9335436928837666,-2.2590115115083993,-0.6745321813753691
0xb0f594cb32e9adbb23d30e22c3e2f603e7b7ea4647b4691bbe17e58673c55b414d33a54abace5bf489723b09c9614860ced3db43a390485092be40be9b372e20279c429ad7367ccc6f03e2f3079970a3c0bc737194961bf34865117cdd240698dd82aed54b07624ed003132c813565846cc77c8426b919f6644fd59d16f21dc3,0xcc9a0ae15419eefcd5e73e3f673617d94d7bd307122411e6ba8982dd85e69ea9db66bfda2df967474ed135530c5a876fef0a81ed3d5d60bcbb0378eb7a627277,0xdd69d9fc4b1cb8bd2130260c8c69778ffd42f697651116565c6460364a1eb1b7955d0e77fb5eb8662640211e29f2c3c74505f4f60a8c46c709215f4f9edb9615,0xcc9a0ae15419eefcd5e73e3f673617d94d7bd307122411e6ba8982dd85e69ea9db66bfda2df967474ed135530c5a876fef0a81ed3d5d60bcbb0378eb7a627277,0xdd69d9fc4b1cb8bd2130260c8c69778ffd42f697651116565c6460364a1eb1b7955d0e77fb5eb8662640211e29f2c3c74505f4f60a8c46c709215f4f9edb9615,1023,511,1,-2.4837408398324325,0.9129445130375355,-0.5550393838511067,2.9359677937772846,-2.0315138858875805,-1.315703627514722
0xb2b7043fe0ae785d663df3c223eabd80419b6312d1c381bc29023270cdeaad1aa7234cc2cc169abb5b70ba4b8d48038d9f9437515619176020bc7322bd9dbd4a527bb2193985278bdc313f98e600cfab55a3c056718910da4a6ba4c96e7a92da07444d456b976514ec15d4c4b5438a6cb7bf92a37ca52152b43e3411dc6f8e45,0xce5dc8076025719990823edaa0722aa02aa36cf7eb70ba6527d99a23e4f7625eafe6790abc18a40b55c7ed9d4d4985dc09aedbd06d316b4a7f6b8793b318aefb,0xddb2b4527aa56a181fd3c01757f98d1ecff4c56bf9ea2c64cc417e7cd741d609564ae90979585e697b2e1b82e89dc8158f928dc519724ce31bd094486a2b33bf,0xce5dc8076025719990823edaa0722aa02aa36cf7eb70ba6527d99a23e4f7625eafe6790abc18a40b55c7ed9d4d4985dc09aedbd06d316b4a7f6b8793b318aefb,0xddb2b4527aa56a181fd3c01757f98d1ecff4c56bf9ea2c64cc417e7cd741d609564ae90979585e697b2e1b82e89dc8158f928dc519724ce31bd094486a2b33bf,1023,511,1,-2.48956251735801,0.9187661905631135,-0.5939615042652262,3.0254553896566794,-1.9536696450593407,-1.3040602724635662
0xce45e72480de72fdd76f78b7fdf4211c90a6970fb9442d6aa7c4549c827f43293cc6e6e1ae52d1d0657467fb8a3c77b6389415fd9fe52028a5c20c38fb5d7fbf3d3c743c18650bbb6c8b9058a75f88fb6c5d95f63d33ab25c1bd7b8701d2aa1b46570df9f5b2087e424bd5e5142a91a38b8d92b1a6768cc02f8b108498303f91,0xce751eb764d09913191b8adf0202861c628308690fa7ee0538974df5bff773ce32b2c49215ace7a1ceca2ee310da8a9516408169a38d8afcfdd2ed7af97cce55,0xffc573d5fd0ba70e385af4635e4af862156af4586c4c3935379deda1ade6c5e9b6e355f695bb440dc9cd4af97d161f29eb8f205672d3cc5d4a31b24384dd704d,0xce751eb764d09913191b8adf0202861c628308690fa7ee0538974df5bff773ce32b2c49215ace7a1ceca2ee310da8a9516408169a38d8afcfdd2ed7af97cce55,0xffc573d5fd0ba70e385af4635e4af862156af4586c4c3935379deda1ade6c5e9b6e355f695bb440dc9cd4af97d161f29eb8f205672d3cc5d4a31b24384dd704d,1023,511,1,-3.1375417955937666,1.5667454687988727,-0.5959633237931539,-1.9577677219955394,-1.949666006003489,-0.00810171599205134
0xad77cb0b019c3425659de199b26d14eed8f6a327b2aa707e4d3796ebf26dbdcafcd2a2a530ff902a99ea02a956b34ffd6ef12e6675801284f84c3b7b324202dda2aeda947710d20c33260af9bb14952e11bf36b46fbe3c73e118a981a0f10390600590317824a86f7d9dc6e2d90517b119a53083301b9cd665eaf3686e69391b,0xc69bdbd2e72bb5b707120911b3b68b57da54f267dd138266d26d53961058fe8c1d7173e55bc7fdeb31234efe6e6480432aa50f4ec6f0093395d1805142cb715d,0xdf9821883744da64cc249558f2ad985fff3e0ba10ac728b4a41865bf350d278d41a8a6e165e049937f411fed1e70e79933a1d1c2ad4ab155c09fcd8f739cd4d7,0xc69bdbd2e72bb5b707120911b3b68b57da54f267dd138266d26d53961058fe8c1d7173e55bc7fdeb31234efe6e6480432aa50f4ec6f0093395d1805142cb715d,0xdf9821883744da64cc249558f2ad985fff3e0ba10ac728b4a41865bf350d278d41a8a6e165e049937f411fed1e70e79933a1d1c2ad4ab155c09fcd8f739cd4d7,1023,511,1,-2.5281632394111444,0.9573669126162478,-0.42030081419433607,2.755335453621168,-2.300991025201121,-1.2268588283572974
0xb8695fcd5cc69989454b3c6785733e4676bf6ecab897f363ab26fccbf58cf1950da3584d5d96960c337cf3d02ca28f2967ac4df9b835f4085d350ee1184c8be616440b15f56417dc0ba23383d58b1d06da9621e9630669434c4b47346a920e1b727b4e81815d4915404c23fb077fcbb8f2bb196741e5c1e5fad18b70a66f992d,0xd05c053b25fdacbe7ce71b48fba52e5998a33736fd1ac7ce1ad0a6f226bdd974d3b564b08be04c3e5c94938160c6b3ed755a3ac132ae2a201ac902ee25777e87,0xe2939b3b7fa74d8aff88ec827f99d273d5627386528cc241e345ac72eac39204ade7cef37ed2ec2f856f3d95e0ae1a1b6c596216ae0fdbc8a36bcb0167e983ab,0xd05c053b25fdacbe7ce71b48fba52e5998a33736fd1ac7ce1ad0a6f226bdd974d3b564b08be04c3e5c94938160c6b3ed755a3ac132ae2a201ac902ee25777e87,0xe2939b3b7fa74d8aff88ec827f99d273d5627386528cc241e345ac72eac39204ade7cef37ed2ec2f856f3d95e0ae1a1b6c596216ae0fdbc8a36bcb0167e983ab,1023,511,1,-2.5882167597097676,1.0174204329148715,-0.6375257757361257,-2.973292889877592,-1.8665411021175409,-1.1067517877600501
0xcc2a939a72a393371697c70e64e30004d6de236c009af6c75df168b76baf24b046d8398d4c8a7ad505345900cee804ae9e99d72276785fd17f6615a0ec14150bdae636c2b63ba23c2ae1a0c80cda95b44151f9e3a53596470284faef1acb698269de9f7e07598c7db6a4c53d870ef4c9747c4db7627086c015b15451c3321243,0xd2631db9d17034ce51797350e6256403bf3df0bbf66ac168b4a1ca795718ada2027c013f38018399ee6a8e2f9c19ed348af5890333b5b3cedfec4623ab899939,0xf86e30efce9b2e70b4d4dfccb7d779cc4b5ca436953c178e61067a8cd7a3283c27e969e2c8bf23fb9a431f7a41c30359dfde228125fb5f3d866d70020914735b,0xd2631db9d17034ce51797350e6256403bf3df0bbf66ac168b4a1ca795718ada2027c013f38018399ee6a8e2f9c19ed348af5890333b5b3cedfec4623ab899939,0xf86e30efce9b2e70b4d4dfccb7d779cc4b5ca436953c178e61067a8cd7a3283c27e969e2c8bf23fb9a431f7a41c30359dfde228125fb5f3d866d70020914735b,1023,511,1,-3.0055557633135965,1.4347594365187,-0.6814206623519325,-2.050825109438321,-1.778751328885928,-0.2720737805523932
